"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"X5430416N02Rik",0.00380466758859292,-0.191803084638905,0.062,0.235,1
"Nefl",0.00380584652117351,-0.399773476537609,0.1,0.294,1
"Cep97",0.00381157786387927,-0.153224343795837,0.038,0.196,1
"Sdccag8",0.00381405466355266,0.311742408301144,0.725,0.529,1
"X4931406C07Rik",0.00400999452861843,-0.221110495156841,0.112,0.314,1
"Rybp",0.00416554029603866,-0.23119663791994,0.1,0.294,1
"Prox1",0.00419932133734415,-0.299804510218858,0.212,0.451,1
"Cfdp1",0.00420659402905603,-0.251797299579273,0.488,0.725,1
"Fam222b",0.00421529344505688,-0.191292129667996,0.062,0.235,1
"Mfge8",0.00421529344505688,-0.361940302312875,0.062,0.235,1
"Xkr6",0.0042308553927628,-0.145942566147624,0.012,0.137,1
"Mfn1",0.00464731931728908,-0.184299359473927,0.088,0.275,1
"Eef1b2",0.00465594579030262,-0.294305291442978,0.95,0.98,1
"Oit1",0.00465732732021592,0.484581574642153,0.562,0.353,1
"Gng2",0.00486004815964982,0.334625556526301,0.3,0.098,1
"Ncoa7",0.00496033401841522,0.230025988065063,0.225,0.039,1
"Fkbp4",0.00513935823941626,-0.281136500077648,0.85,0.98,1
"Suox",0.00515745517846061,0.365110814716156,0.525,0.294,1
"Rpl32",0.00516109364578081,-0.261217619468752,1,1,1
"Ubc",0.00519861788448389,0.252880741466139,0.988,0.961,1
"Hspa8",0.00523693172392508,-0.353103256476062,1,1,1
"Milr1",0.00536249146709131,0.245021258440242,0.188,0.02,1
"X2610524H06Rik",0.00537695865384598,-0.204111894600632,0.025,0.157,1
"Abcc8",0.00539988958051841,-0.359200855369563,0.188,0.392,1
"Tmem53",0.00548245432670251,0.337952299028347,0.375,0.157,1
"Dynlt1a",0.00552488995349591,0.243761350423668,0.212,0.039,1
"Emb",0.00558172608443501,-0.152304043998961,0.088,0.275,1
"Actr2",0.00561178275041285,0.283511764470158,0.45,0.216,1
"Cap1",0.00562762338317132,-0.236872635704175,0.138,0.333,1
"Ret",0.00568039597878171,-0.180535034544109,0.1,0.294,1
"Magohb",0.00572102215985153,-0.340842182303376,0.412,0.647,1
"Npm1",0.00574994585312198,-0.371748816364369,0.912,0.98,1
"S100a1",0.00581528652766338,0.102415588014166,0.725,0.529,1
"Tead2",0.0059652416998083,-0.377837582936454,0.038,0.176,1
"H2.DMa",0.00599899941282336,0.428298854771836,0.138,0,1
"Tmem216",0.00605444247612391,0.195832479933047,0.175,0.02,1
"Pex12",0.00609682341033468,-0.167734787802515,0.025,0.157,1
"Tmem198",0.00628984918442742,-0.129334268250324,0.025,0.157,1
"Nat10",0.00631769436187222,-0.187541393146655,0.038,0.176,1
"Mrps22",0.00637335664722212,-0.223443151021337,0.125,0.314,1
"Tia1",0.00641439595302555,-0.21952184722378,0.412,0.706,1
"Tirap",0.00648835848938269,-0.133189025198349,0.025,0.157,1
"Mt1",0.0064957788112213,-0.27761850299897,0.188,0.412,1
"Naca",0.00650300762482055,-0.259277221937124,0.988,1,1
"Naa10",0.00653785723662079,-0.274458848626696,0.275,0.51,1
"Tpst2",0.0070131803041071,-0.289587027408776,0.562,0.804,1
"AW112010",0.00705915981622266,0.621276946826781,0.275,0.078,1
"Pdlim5",0.00714822202569351,-0.245794220837357,0.2,0.412,1
"Ube2o",0.00731328671275477,0.211111691181159,0.212,0.039,1
"Fam98c",0.00745493070084519,0.361833249446718,0.512,0.333,1
"Rnase1",0.00749026678347121,-0.611873157778273,0.038,0.176,1
"Mrpl38",0.00751445190134825,-0.261383948318968,0.312,0.549,1
"Car8",0.0076489833378646,0.519328165673618,0.338,0.137,1
"Agpat2",0.0076489833378646,-0.198192125447367,0.175,0.392,1
"Tmem164",0.00765735327892955,0.194293851587794,0.212,0.039,1
"Oxct1",0.00780482954292506,0.308156784274852,0.438,0.216,1
"Psma5",0.00780930409838521,-0.233085463600166,0.688,0.922,1
"Psme2",0.00783337972771454,0.247301529471434,0.912,0.863,1
