"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Zfp36l2",6.80892908163347e-113,-0.328942765318091,0.726,0.874,2.11437674771964e-108
"Glo1",3.48190803307149e-112,0.265828914862716,0.989,0.959,1.08123690150969e-107
"St14",3.97429428805594e-112,0.29080493770747,0.889,0.599,1.23413760527001e-107
"Id2",5.41543566467737e-112,-0.28030241468905,0.171,0.464,1.68165523695226e-107
"Mydgf",6.0605914185887e-112,0.27045416917928,0.983,0.929,1.88199545321435e-107
"Tmem54",9.54817780172364e-112,0.289024567037586,0.986,0.92,2.96499565276924e-107
"X1110004E09Rik",1.2436274268246e-111,0.279333473301946,0.89,0.63,3.86183624851844e-107
"S100g",1.28145201191522e-111,-0.336690511047194,0.175,0.472,3.97929293260034e-107
"Mrpl27",3.15450378872528e-111,0.281272816030866,0.946,0.785,9.7956806151286e-107
"Ass1",4.0087540268983e-111,0.256450766288898,0.614,0.242,1.24483838797273e-106
"Mettl26",4.15843361461504e-111,-0.29209594173492,0.897,0.947,1.29131839034641e-106
"Ndrg2",5.56992987955585e-111,0.264704426841885,0.702,0.325,1.72963032549848e-106
"X1110008P14Rik",8.36708236942087e-111,0.259314713613041,0.78,0.418,2.59823008817626e-106
"Srsf7",4.48193992345369e-110,0.258828324963239,0.993,0.986,1.39177680443007e-105
"Tubb2b",8.41976637424869e-110,-0.404571449928342,0.366,0.62,2.61459005219544e-105
"Cat",1.22791240214986e-109,-0.2633239990648,0.313,0.589,3.81303638239595e-105
"Sra1",5.98572913667072e-109,0.272596705875971,0.969,0.836,1.85874846881036e-104
"Hsd17b13",3.17807700701297e-108,-0.417264222586922,0.844,0.907,9.86888252987738e-104
"Axin2",8.15679832065003e-108,-0.278482086332322,0.206,0.485,2.53293058251146e-103
"Arpc5l",5.66642465812156e-107,0.291219008491822,0.968,0.871,1.75959484908649e-102
"Mrps18a",2.65464842629959e-106,0.260318017259599,0.982,0.917,8.24347975818811e-102
"Mpzl2",7.54058037763899e-106,0.32096355174974,0.933,0.747,2.34157642466823e-101
"Papss1",3.38191752806418e-105,-0.2561790935886,0.392,0.635,1.05018684998977e-100
"Cdk4",1.18727259275962e-104,-0.273373928964839,0.983,0.996,3.68683758229646e-100
"Mul1",1.55936346696915e-104,0.258718846345288,0.787,0.438,4.84229137397929e-100
"Deptor",1.76030445845509e-104,-0.28025710360715,0.381,0.624,5.46627343484058e-100
"X2610507B11Rik",2.05877289185429e-104,0.280248679007406,0.841,0.546,6.39310746107512e-100
"Rrbp1",2.37813532178946e-104,0.309198543284258,0.996,0.972,7.3848236147528e-100
